 4.207  2.057  5100
 4.207  2.057  1.185418e+06
 4.193  2.136  1.008687e+08
 4.189  2.183  1.466258e+08
 4.182  2.225  1.824292e+08
 4.173  2.266  2.119194e+08
 4.162  2.304  2.359480e+08
 4.148  2.338  2.552098e+08
 4.137  2.360  2.671034e+08
 4.124  2.382  2.774870e+08
 4.117  2.396  2.830091e+08
 4.116  2.409  2.869988e+08
 4.131  2.431  2.900022e+08
 4.155  2.450  2.907975e+08
 4.146  2.439  2.908357e+08
 4.084  2.523  2.915575e+08
 4.011  2.532  2.924515e+08
 3.936  2.515  2.928807e+08
 3.865  2.486  2.930981e+08
 3.792  2.448  2.932396e+08
 3.719  2.350  2.934684e+08
 3.680  2.738  2.943622e+08
 3.687  2.645  2.980782e+08
 3.691  2.613  3.012093e+08
 3.694  2.589  3.039609e+08
 3.697  2.574  3.063756e+08
 3.700  2.568  3.086012e+08
 3.703  2.571  3.108479e+08
 3.707  2.585  3.126785e+08
 3.715  2.612  3.147268e+08
 3.728  2.641  3.162087e+08
 3.743  2.671  3.182605e+08
 3.771  2.694  3.203067e+08
 3.816  2.728  3.240576e+08
 3.829  2.737  3.253426e+08
 3.846  2.753  3.275906e+08
 3.859  2.770  3.304313e+08
 3.861  2.777  3.316063e+08
 3.859  2.784  3.331347e+08
 3.847  2.790  3.345935e+08
 3.807  2.803  3.384436e+08
 3.770  2.797  3.388530e+08
 3.725  2.775  3.392807e+08
 3.689  2.737  3.395953e+08
 3.677  2.881  3.402144e+08
 3.665  3.032  3.404429e+08
 3.655  3.197  3.407286e+08
 3.646  3.344  3.409222e+08
 3.633  3.515  3.410873e+08
 3.622  3.665  3.411802e+08
 3.612  3.811  3.412473e+08
 3.603  3.965  3.413019e+08
 0  0  3.413019e+08
