 3.981  0.916  5100
 3.981  0.916  2.376955e+07
 3.987  0.995  5.775784e+08
 3.987  1.041  8.481812e+08
 3.985  1.084  1.080088e+09
 3.981  1.124  1.274453e+09
 3.973  1.158  1.438680e+09
 3.960  1.186  1.579028e+09
 3.951  1.209  1.675380e+09
 3.941  1.228  1.747779e+09
 3.935  1.241  1.788186e+09
 3.934  1.254  1.816272e+09
 3.949  1.283  1.836788e+09
 3.969  1.324  1.842735e+09
 3.964  1.338  1.843040e+09
 3.950  1.366  1.844775e+09
 3.912  1.393  1.860802e+09
 3.873  1.400  1.870668e+09
 3.832  1.393  1.876050e+09
 3.795  1.373  1.880132e+09
 3.740  1.251  1.889801e+09
 3.733  1.285  1.893756e+09
 3.723  1.351  1.899488e+09
 3.718  1.409  1.903967e+09
 3.714  1.473  1.909084e+09
 3.713  1.526  1.913462e+09
 3.710  1.584  1.918215e+09
 3.707  1.644  1.923468e+09
 3.705  1.706  1.928534e+09
 3.702  1.768  1.933859e+09
 3.699  1.826  1.939542e+09
 3.696  1.888  1.944318e+09
 3.691  1.947  1.948916e+09
 3.687  2.006  1.952828e+09
 3.683  2.069  1.956623e+09
 3.680  2.128  1.959424e+09
 3.677  2.186  1.961868e+09
 3.674  2.246  1.964296e+09
 3.671  2.307  1.967010e+09
 3.668  2.368  1.973222e+09
 3.664  2.427  1.975010e+09
 3.661  2.488  1.976669e+09
 3.658  2.549  1.978147e+09
 3.654  2.608  1.979541e+09
 3.650  2.668  1.980731e+09
 3.646  2.729  1.981830e+09
 3.643  2.789  1.982878e+09
 3.639  2.849  1.983811e+09
 3.632  2.910  1.984614e+09
 3.628  2.970  1.985396e+09
 3.624  3.030  1.986116e+09
 3.620  3.090  1.986736e+09
