 4.276  2.492  9.999810e+05
 4.264  2.573  4.928631e+07
 4.259  2.619  7.117331e+07
 4.252  2.662  8.920200e+07
 4.244  2.703  1.040484e+08
 4.233  2.742  1.159911e+08
 4.219  2.777  1.258773e+08
 4.208  2.802  1.319989e+08
 4.196  2.824  1.369959e+08
 4.189  2.840  1.401179e+08
 4.188  2.853  1.421619e+08
 4.203  2.873  1.436994e+08
 4.228  2.898  1.440681e+08
 4.217  2.876  1.440914e+08
 4.144  2.966  1.443979e+08
 4.057  2.979  1.447306e+08
 3.970  2.966  1.448966e+08
 3.880  2.937  1.449886e+08
 3.796  2.902  1.450407e+08
 3.707  2.810  1.451099e+08
 3.676  3.073  1.460796e+08
 3.678  3.058  1.468672e+08
 3.680  3.036  1.483201e+08
 3.682  3.023  1.495589e+08
 3.685  3.016  1.506391e+08
 3.689  3.017  1.516249e+08
 3.696  3.031  1.525836e+08
 3.715  3.070  1.534086e+08
 3.758  3.100  1.543192e+08
 3.799  3.118  1.550446e+08
 3.837  3.134  1.559441e+08
 3.870  3.151  1.569579e+08
 3.892  3.163  1.577921e+08
 3.913  3.176  1.588629e+08
 3.932  3.192  1.602263e+08
 3.938  3.198  1.608323e+08
 3.944  3.209  1.618644e+08
 3.942  3.216  1.626025e+08
 3.934  3.227  1.639345e+08
 3.900  3.229  1.644337e+08
 3.871  3.229  1.646526e+08
 3.790  3.217  1.649130e+08
 3.685  3.121  1.650642e+08
 3.670  3.223  1.650890e+08
 3.660  3.337  1.653468e+08
 3.654  3.451  1.654916e+08
 3.647  3.568  1.656119e+08
 3.637  3.699  1.657171e+08
 3.628  3.809  1.657772e+08
 3.622  3.913  1.658223e+08
 3.614  4.024  1.658614e+08
