 3.800 -0.067  5.240537e+07
 3.803 -0.026  1.630761e+09
 3.805  0.002  2.480371e+09
 3.808  0.034  3.310223e+09
 3.811  0.069  4.140075e+09
 3.813  0.107  4.950169e+09
 3.815  0.152  5.780021e+09
 3.817  0.194  6.465834e+09
 3.820  0.252  7.274390e+09
 3.822  0.297  7.824027e+09
 3.823  0.367  8.580563e+09
 3.822  0.424  9.049360e+09
 3.818  0.484  9.452348e+09
 3.817  0.502  9.553999e+09
 3.814  0.530  9.706272e+09
 3.804  0.578  9.920173e+09
 3.798  0.595  9.990634e+09
 3.790  0.615  1.007116e+10
 3.778  0.627  1.013961e+10
 3.764  0.626  1.019316e+10
 3.752  0.618  1.023065e+10
 3.736  0.644  1.029694e+10
 3.720  0.735  1.036638e+10
 3.717  0.834  1.042447e+10
 3.711  0.952  1.048508e+10
 3.707  1.059  1.052826e+10
 3.702  1.164  1.056126e+10
 3.700  1.243  1.058213e+10
 3.697  1.358  1.060768e+10
 3.691  1.451  1.062568e+10
 3.688  1.518  1.063641e+10
 3.682  1.620  1.065133e+10
 3.677  1.708  1.066136e+10
 3.674  1.771  1.066816e+10
 3.668  1.872  1.067782e+10
 3.663  1.972  1.069473e+10
 3.658  2.068  1.070040e+10
 3.654  2.147  1.070484e+10
 3.649  2.238  1.070872e+10
 3.645  2.319  1.071199e+10
 3.639  2.405  1.071488e+10
 3.632  2.495  1.071756e+10
 3.625  2.585  1.071972e+10
 3.621  2.665  1.072153e+10
 3.615  2.756  1.072318e+10
 3.606  2.840  1.072456e+10
 3.603  2.924  1.072580e+10
 3.598  3.011  1.072684e+10
 3.591  3.097  1.072779e+10
 3.586  3.188  1.072864e+10
 3.581  3.273  1.072937e+10
