 4.773  6.220  5.200395e+03
 4.756  6.264  7.099997e+05
 4.746  6.290  1.084728e+06
 4.730  6.314  1.423768e+06
 4.707  6.336  1.720161e+06
 4.676  6.357  1.994783e+06
 4.631  6.376  2.240498e+06
 4.584  6.389  2.399490e+06
 4.501  6.404  2.558482e+06
 4.417  6.413  2.645205e+06
 4.219  6.434  2.777537e+06
 4.227  6.437  2.779373e+06
 4.237  6.439  2.779810e+06
 4.258  6.444  2.781161e+06
 4.043  6.441  2.784842e+06
 3.887  6.445  2.785489e+06
 3.840  6.448  2.786136e+06
 3.821  6.462  2.787026e+06
 4.131  6.476  2.787430e+06
 4.067  6.479  2.788168e+06
 3.969  6.480  2.789118e+06
 4.160  6.487  2.794698e+06
 4.180  6.488  2.804209e+06
 4.175  6.488  2.814142e+06
 4.280  6.492  2.824870e+06
 4.353  6.519  2.835388e+06
 4.358  6.519  2.846326e+06
 4.359  6.519  2.856739e+06
 4.357  6.518  2.868098e+06
 4.355  6.518  2.880403e+06
 4.352  6.518  2.891762e+06
 4.347  6.518  2.905014e+06
 4.335  6.519  2.920141e+06
 4.332  6.520  2.935031e+06
 4.326  6.520  2.948775e+06
 4.288  6.523  2.964810e+06
 4.270  6.523  2.981991e+06
 4.386  6.505  3.001462e+06
 4.371  6.502  3.023224e+06
 4.343  6.502  3.043840e+06
 4.328  6.501  3.053004e+06
 4.277  6.500  3.062544e+06
 4.209  6.500  3.068435e+06
 4.122  6.498  3.069807e+06
 3.922  6.488  3.071056e+06
 3.893  6.484  3.071323e+06
 3.893  6.486  3.071330e+06
 3.893  6.485  3.071334e+06
 3.895  6.471  3.071335e+06
 3.895  6.471  3.071335e+06
 3.895  6.471  3.071335e+06
