 4.396  3.282  3.849927e+05
 4.387  3.365  1.486052e+07
 4.382  3.413  2.167877e+07
 4.375  3.458  2.726243e+07
 4.367  3.502  3.193963e+07
 4.357  3.542  3.572396e+07
 4.343  3.582  3.897278e+07
 4.332  3.610  4.097290e+07
 4.320  3.637  4.270610e+07
 4.313  3.654  4.368430e+07
 4.311  3.667  4.436306e+07
 4.330  3.692  4.497462e+07
 4.353  3.722  4.505329e+07
 4.323  3.694  4.507156e+07
 4.259  3.768  4.511402e+07
 4.146  3.796  4.517522e+07
 4.030  3.790  4.520921e+07
 3.919  3.772  4.522670e+07
 3.803  3.741  4.523718e+07
 3.675  3.643  4.524850e+07
 3.654  3.864  4.541450e+07
 3.655  3.852  4.559924e+07
 3.658  3.836  4.593412e+07
 3.662  3.830  4.622418e+07
 3.739  3.890  4.649171e+07
 3.891  3.905  4.673901e+07
 3.943  3.917  4.697556e+07
 3.978  3.926  4.718637e+07
 4.006  3.934  4.740398e+07
 4.028  3.941  4.761611e+07
 4.043  3.946  4.780601e+07
 4.058  3.952  4.801958e+07
 4.070  3.958  4.824078e+07
 4.079  3.963  4.845231e+07
 4.087  3.969  4.869820e+07
 4.090  3.974  4.887864e+07
 4.093  3.979  4.912793e+07
 4.089  3.984  4.931153e+07
 4.079  3.989  4.952517e+07
 4.053  3.994  4.971284e+07
 4.029  3.995  4.979873e+07
 3.970  3.994  4.988882e+07
 3.767  3.939  4.994384e+07
 3.677  3.878  4.995043e+07
 3.659  3.930  4.995734e+07
 3.640  4.086  5.002348e+07
 3.637  4.139  5.004890e+07
 3.633  4.190  5.007640e+07
 3.631  4.239  5.009983e+07
 3.628  4.291  5.011936e+07
 3.626  4.328  5.013853e+07
