
Mo,Zo,Age,Mass,logL,logTe
 25.00,0.020, 7.045560e+06, 11.7316, 5.345, 3.836
 25.00,0.020, 7.056004e+06, 11.5418, 5.362, 3.835
 25.00,0.020, 7.060588e+06, 11.4381, 5.418, 3.834
 25.00,0.020, 7.064387e+06, 11.3347, 5.453, 3.821
 25.00,0.020, 7.065232e+06, 11.3067, 5.467, 3.821
 25.00,0.020, 7.065376e+06, 11.3017, 5.469, 3.821
 25.00,0.020, 7.065388e+06, 11.3013, 5.468, 3.821
 25.00,0.020, 7.065396e+06, 11.3010, 5.469, 3.821
 25.00,0.020, 7.065407e+06, 11.3006, 5.469, 3.821
 25.00,0.020, 7.065420e+06, 11.3002, 5.469, 3.821
 20.00,0.020, 1.004076e+05, 19.9955, 4.650, 4.544
 20.00,0.020, 1.247887e+06, 19.9418, 4.684, 4.536
 20.00,0.020, 2.692488e+06, 19.8622, 4.732, 4.528
 20.00,0.020, 3.933072e+06, 19.7794, 4.779, 4.519
 20.00,0.020, 4.992558e+06, 19.6930, 4.824, 4.506
 20.00,0.020, 5.879740e+06, 19.6039, 4.867, 4.490
 20.00,0.020, 6.635960e+06, 19.5096, 4.908, 4.469
 20.00,0.020, 7.108396e+06, 19.4382, 4.936, 4.450
 20.00,0.020, 7.543748e+06, 19.3602, 4.965, 4.426
 20.00,0.020, 7.798573e+06, 19.3073, 4.984, 4.408
 20.00,0.020, 8.033662e+06, 19.2525, 5.004, 4.394
 20.00,0.020, 8.135456e+06, 19.2268, 5.030, 4.423
 20.00,0.020, 8.140933e+06, 19.2254, 5.061, 4.446
 20.00,0.020, 8.143912e+06, 19.2246, 5.055, 4.441
 20.00,0.020, 8.148084e+06, 19.2233, 5.078, 4.366
 20.00,0.020, 8.151004e+06, 19.2221, 5.094, 4.297
 20.00,0.020, 8.152682e+06, 19.2213, 5.101, 4.251
 20.00,0.020, 8.155728e+06, 19.2195, 5.105, 4.148
 20.00,0.020, 8.157730e+06, 19.2177, 5.118, 4.072
 20.00,0.020, 8.160498e+06, 19.2140, 5.133, 4.000
 20.00,0.020, 8.161684e+06, 19.2120, 5.136, 3.982
 20.00,0.020, 8.179992e+06, 19.1687, 5.143, 3.911
 20.00,0.020, 8.214234e+06, 19.0645, 5.141, 3.837
 20.00,0.020, 8.250515e+06, 18.9172, 5.138, 3.749
 20.00,0.020, 8.278250e+06, 18.7961, 5.105, 3.577
 20.00,0.020, 8.319217e+06, 18.6683, 5.113, 3.568
 20.00,0.020, 8.355325e+06, 18.5546, 5.115, 3.567
 20.00,0.020, 8.388772e+06, 18.4485, 5.118, 3.567
 20.00,0.020, 8.424187e+06, 18.3353, 5.120, 3.566
 20.00,0.020, 8.458337e+06, 18.2251, 5.123, 3.566
 20.00,0.020, 8.495017e+06, 18.1057, 5.125, 3.566
 20.00,0.020, 8.534226e+06, 17.9770, 5.128, 3.565
 20.00,0.020, 8.570906e+06, 17.8554, 5.131, 3.565
 20.00,0.020, 8.611380e+06, 17.7200, 5.134, 3.564
 20.00,0.020, 8.655648e+06, 17.5705, 5.137, 3.564
 20.00,0.020, 8.695895e+06, 17.4333, 5.140, 3.563
 20.00,0.020, 8.743338e+06, 17.2703, 5.142, 3.563
 20.00,0.020, 8.797265e+06, 17.0844, 5.144, 3.561
 20.00,0.020, 8.840972e+06, 16.9338, 5.146, 3.559
 20.00,0.020, 8.889138e+06, 16.7690, 5.145, 3.556
 20.00,0.020, 8.910446e+06, 16.6979, 5.144, 3.554
 20.00,0.020, 8.933505e+06, 16.6219, 5.146, 3.552
 20.00,0.020, 8.946208e+06, 16.5797, 5.157, 3.549
 20.00,0.020, 8.948843e+06, 16.5703, 5.191, 3.546
 20.00,0.020, 8.954606e+06, 16.5467, 5.203, 3.546
 20.00,0.020, 8.959626e+06, 16.5220, 5.273, 3.548
 20.00,0.020, 8.960236e+06, 16.5183, 5.282, 3.547
 20.00,0.020, 8.960284e+06, 16.5180, 5.282, 3.547
 20.00,0.020, 8.960314e+06, 16.5178, 5.282, 3.547
 20.00,0.020, 8.960336e+06, 16.5177, 5.282, 3.547
 20.00,0.020, 8.960388e+06, 16.5174, 5.281, 3.547
 20.00,0.020, 8.179744e+06, 19.1278, 5.142, 3.908
 20.00,0.020, 8.215250e+06, 18.9021, 5.137, 3.811
 20.00,0.020, 8.250548e+06, 18.6017, 5.107, 3.588
 20.00,0.020, 8.285306e+06, 18.3877, 5.108, 3.568
 20.00,0.020, 8.320205e+06, 18.1723, 5.110, 3.567
 20.00,0.020, 8.356446e+06, 17.9474, 5.112, 3.567
 20.00,0.020, 8.390004e+06, 17.7375, 5.115, 3.566
 20.00,0.020, 8.425756e+06, 17.5121, 5.117, 3.566
 20.00,0.020, 8.460393e+06, 17.2918, 5.120, 3.566
 20.00,0.020, 8.497585e+06, 17.0531, 5.123, 3.565
 20.00,0.020, 8.537896e+06, 16.7917, 5.126, 3.565
 20.00,0.020, 8.573674e+06, 16.5575, 5.128, 3.565
 20.00,0.020, 8.615221e+06, 16.2833, 5.130, 3.564
 20.00,0.020, 8.656802e+06, 16.0072, 5.133, 3.563
 20.00,0.020, 8.699627e+06, 15.7219, 5.135, 3.562
 20.00,0.020, 8.746770e+06, 15.4061, 5.137, 3.562
 20.00,0.020, 8.794433e+06, 15.0862, 5.139, 3.560
 20.00,0.020, 8.844760e+06, 14.7488, 5.138, 3.557
 20.00,0.020, 8.894019e+06, 14.4294, 5.137, 3.554
 20.00,0.020, 8.915693e+06, 14.2909, 5.138, 3.552
 20.00,0.020, 8.936787e+06, 14.1562, 5.142, 3.550
 20.00,0.020, 8.950139e+06, 14.0692, 5.155, 3.548
 20.00,0.020, 8.952972e+06, 14.0491, 5.191, 3.547
 20.00,0.020, 8.958490e+06, 14.0043, 5.200, 3.546
 20.00,0.020, 8.963689e+06, 13.9532, 5.276, 3.548
 20.00,0.020, 8.964076e+06, 13.9486, 5.282, 3.548
 20.00,0.020, 8.964116e+06, 13.9481, 5.283, 3.548
 20.00,0.020, 8.964142e+06, 13.9477, 5.282, 3.548
 20.00,0.020, 8.964189e+06, 13.9472, 5.283, 3.548
 20.00,0.020, 8.964268e+06, 13.9462, 5.274, 3.547
 15.00,0.020, 1.520116e+05, 14.9981, 4.303, 4.492
 15.00,0.020, 1.838396e+06, 14.9761, 4.339, 4.485
 15.00,0.020, 3.974042e+06, 14.9430, 4.392, 4.477
 15.00,0.020, 5.739510e+06, 14.9092, 4.441, 4.469
 15.00,0.020, 7.220104e+06, 14.8745, 4.489, 4.458
 15.00,0.020, 8.460344e+06, 14.8394, 4.533, 4.444
 15.00,0.020, 9.521686e+06, 14.8031, 4.576, 4.426
 15.00,0.020, 1.019374e+07, 14.7761, 4.606, 4.409
 15.00,0.020, 1.078564e+07, 14.7487, 4.636, 4.389
 15.00,0.020, 1.112360e+07, 14.7311, 4.655, 4.375
 15.00,0.020, 1.140987e+07, 14.7147, 4.674, 4.367
 15.00,0.020, 1.157256e+07, 14.7045, 4.702, 4.392
 15.00,0.020, 1.158415e+07, 14.7037, 4.737, 4.417
 15.00,0.020, 1.158811e+07, 14.7034, 4.720, 4.401
 15.00,0.020, 1.159859e+07, 14.7025, 4.757, 4.263
 15.00,0.020, 1.160436e+07, 14.7018, 4.749, 4.131
 15.00,0.020, 1.160798e+07, 14.7011, 4.723, 3.991
 15.00,0.020, 1.161020e+07, 14.7004, 4.700, 3.858
 15.00,0.020, 1.161177e+07, 14.6995, 4.652, 3.718
 15.00,0.020, 1.161352e+07, 14.6984, 4.524, 3.587
 15.00,0.020, 1.161765e+07, 14.6950, 4.760, 3.559
 15.00,0.020, 1.164302e+07, 14.6707, 4.745, 3.559
 15.00,0.020, 1.169913e+07, 14.6203, 4.719, 3.561
 15.00,0.020, 1.175077e+07, 14.5747, 4.722, 3.561
 15.00,0.020, 1.180064e+07, 14.5302, 4.727, 3.561
 15.00,0.020, 1.185406e+07, 14.4820, 4.730, 3.561
 15.00,0.020, 1.190393e+07, 14.4367, 4.733, 3.561
 15.00,0.020, 1.195557e+07, 14.3895, 4.736, 3.561
 15.00,0.020, 1.200544e+07, 14.3435, 4.739, 3.560
 15.00,0.020, 1.206036e+07, 14.2926, 4.742, 3.560
 15.00,0.020, 1.211507e+07, 14.2414, 4.746, 3.560
 15.00,0.020, 1.216522e+07, 14.1941, 4.748, 3.560
 15.00,0.020, 1.221993e+07, 14.1422, 4.752, 3.560
 15.00,0.020, 1.228375e+07, 14.0810, 4.756, 3.560
 15.00,0.020, 1.233390e+07, 14.0325, 4.759, 3.560
 15.00,0.020, 1.239773e+07, 13.9701, 4.764, 3.559
 15.00,0.020, 1.245244e+07, 13.9160, 4.769, 3.559
 15.00,0.020, 1.252794e+07, 13.8401, 4.776, 3.559
 15.00,0.020, 1.258629e+07, 13.7802, 4.786, 3.559
 15.00,0.020, 1.265064e+07, 13.7122, 4.801, 3.558
 15.00,0.020, 1.267968e+07, 13.6805, 4.812, 3.558
 15.00,0.020, 1.271060e+07, 13.6453, 4.832, 3.557
 15.00,0.020, 1.272751e+07, 13.6247, 4.875, 3.555
 15.00,0.020, 1.273628e+07, 13.6125, 4.890, 3.554
 15.00,0.020, 1.274628e+07, 13.5993, 4.925, 3.536
 15.00,0.020, 1.275280e+07, 13.5894, 4.981, 3.535
 15.00,0.020, 1.275430e+07, 13.5869, 4.987, 3.534
 15.00,0.020, 1.275469e+07, 13.5862, 4.987, 3.534
 15.00,0.020, 1.275492e+07, 13.5859, 4.988, 3.534
 15.00,0.020, 1.275507e+07, 13.5856, 4.989, 3.534
 15.00,0.020, 1.275544e+07, 13.5850, 4.992, 3.534
 12.00,0.020, 1.000076e+05, 11.9997, 4.013, 4.448
 12.00,0.020, 2.612250e+06, 11.9927, 4.051, 4.440
 12.00,0.020, 5.555105e+06, 11.9824, 4.104, 4.433
 12.00,0.020, 8.046123e+06, 11.9712, 4.156, 4.425
 12.00,0.020, 1.010217e+07, 11.9595, 4.205, 4.415
 12.00,0.020, 1.182914e+07, 11.9473, 4.252, 4.402
 12.00,0.020, 1.326988e+07, 11.9348, 4.296, 4.386
 12.00,0.020, 1.417145e+07, 11.9255, 4.327, 4.371
 12.00,0.020, 1.494130e+07, 11.9164, 4.356, 4.354
 12.00,0.020, 1.540982e+07, 11.9101, 4.376, 4.342
 12.00,0.020, 1.571493e+07, 11.9057, 4.391, 4.336
 12.00,0.020, 1.599933e+07, 11.9011, 4.425, 4.362
 12.00,0.020, 1.601758e+07, 11.9008, 4.462, 4.388
 12.00,0.020, 1.602260e+07, 11.9007, 4.433, 4.369
 12.00,0.020, 1.603370e+07, 11.9004, 4.462, 4.270
 12.00,0.020, 1.604336e+07, 11.9002, 4.455, 4.134
 12.00,0.020, 1.604866e+07, 11.9000, 4.418, 4.001
 12.00,0.020, 1.605185e+07, 11.8998, 4.362, 3.860
 12.00,0.020, 1.605359e+07, 11.8996, 4.282, 3.726
 12.00,0.020, 1.605546e+07, 11.8993, 4.112, 3.599
 12.00,0.020, 1.605673e+07, 11.8987, 4.542, 3.563
 12.00,0.020, 1.611500e+07, 11.8593, 4.599, 3.555
 12.00,0.020, 1.619538e+07, 11.8119, 4.504, 3.559
 12.00,0.020, 1.627714e+07, 11.7730, 4.423, 3.563
 12.00,0.020, 1.634797e+07, 11.7437, 4.390, 3.568
 12.00,0.020, 1.642297e+07, 11.7144, 4.386, 3.575
 12.00,0.020, 1.646793e+07, 11.6963, 4.478, 3.596
 12.00,0.020, 1.647244e+07, 11.6942, 4.539, 3.729
 12.00,0.020, 1.647878e+07, 11.6926, 4.557, 3.894
 12.00,0.020, 1.648957e+07, 11.6913, 4.554, 4.011
 12.00,0.020, 1.656657e+07, 11.6856, 4.556, 4.074
 12.00,0.020, 1.663661e+07, 11.6807, 4.563, 4.087
 12.00,0.020, 1.671204e+07, 11.6756, 4.569, 4.101
 12.00,0.020, 1.685864e+07, 11.6655, 4.575, 4.090
 12.00,0.020, 1.702425e+07, 11.6530, 4.581, 4.076
 12.00,0.020, 1.718193e+07, 11.6397, 4.586, 4.058
 12.00,0.020, 1.734862e+07, 11.6234, 4.589, 4.022
 12.00,0.020, 1.751841e+07, 11.6000, 4.577, 3.906
 12.00,0.020, 1.755843e+07, 11.5904, 4.560, 3.809
 12.00,0.020, 1.757983e+07, 11.5822, 4.489, 3.610
 12.00,0.020, 1.758474e+07, 11.5801, 4.398, 3.576
 12.00,0.020, 1.759727e+07, 11.5741, 4.479, 3.559
 12.00,0.020, 1.762562e+07, 11.5594, 4.533, 3.553
 12.00,0.020, 1.764959e+07, 11.5441, 4.673, 3.543
 12.00,0.020, 1.766121e+07, 11.5344, 4.741, 3.537
 12.00,0.020, 1.767013e+07, 11.5262, 4.777, 3.535
 12.00,0.020, 1.767130e+07, 11.5251, 4.782, 3.535
 12.00,0.020, 1.767314e+07, 11.5233, 4.796, 3.534
 12.00,0.020, 1.767409e+07, 11.5224, 4.803, 3.534
 12.00,0.020, 1.767461e+07, 11.5218, 4.806, 3.534
 12.00,0.020, 1.767493e+07, 11.5215, 4.808, 3.534
  9.00,0.020, 2.289956e+05,  9.0000, 3.617, 4.383
  9.00,0.020, 4.392864e+06,  8.9993, 3.654, 4.376
  9.00,0.020, 9.428002e+06,  8.9981, 3.708, 4.369
  9.00,0.020, 1.352345e+07,  8.9969, 3.760, 4.361
  9.00,0.020, 1.693902e+07,  8.9954, 3.810, 4.352
  9.00,0.020, 1.971678e+07,  8.9937, 3.857, 4.339
  9.00,0.020, 2.198803e+07,  8.9920, 3.899, 4.324
  9.00,0.020, 2.346691e+07,  8.9907, 3.931, 4.310
  9.00,0.020, 2.473586e+07,  8.9893, 3.961, 4.294
  9.00,0.020, 2.543844e+07,  8.9884, 3.979, 4.285
  9.00,0.020, 2.593763e+07,  8.9877, 3.995, 4.281
  9.00,0.020, 2.635320e+07,  8.9870, 4.030, 4.306
  9.00,0.020, 2.638865e+07,  8.9869, 4.063, 4.328
  9.00,0.020, 2.639764e+07,  8.9869, 4.031, 4.297
  9.00,0.020, 2.641983e+07,  8.9868, 4.081, 4.186
  9.00,0.020, 2.643542e+07,  8.9868, 4.065, 4.075
  9.00,0.020, 2.644490e+07,  8.9867, 4.022, 3.964
  9.00,0.020, 2.645121e+07,  8.9867, 3.961, 3.841
  9.00,0.020, 2.645461e+07,  8.9866, 3.892, 3.727
  9.00,0.020, 2.645801e+07,  8.9865, 3.727, 3.624
  9.00,0.020, 2.650190e+07,  8.9748, 4.280, 3.556
  9.00,0.020, 2.660292e+07,  8.9427, 4.268, 3.557
  9.00,0.020, 2.675562e+07,  8.8977, 4.225, 3.562
  9.00,0.020, 2.690831e+07,  8.8590, 4.167, 3.566
  9.00,0.020, 2.704018e+07,  8.8307, 4.115, 3.570
  9.00,0.020, 2.716511e+07,  8.8079, 4.074, 3.574
  9.00,0.020, 2.729365e+07,  8.7874, 4.042, 3.578
  9.00,0.020, 2.742691e+07,  8.7681, 4.021, 3.580
  9.00,0.020, 2.753352e+07,  8.7536, 4.012, 3.582
  9.00,0.020, 2.764457e+07,  8.7391, 4.009, 3.584
  9.00,0.020, 2.776895e+07,  8.7231, 4.017, 3.588
  9.00,0.020, 2.788000e+07,  8.7085, 4.121, 3.627
  9.00,0.020, 2.801439e+07,  8.7041, 4.180, 3.928
  9.00,0.020, 2.813296e+07,  8.7020, 4.189, 3.954
  9.00,0.020, 2.850473e+07,  8.6941, 4.191, 3.903
  9.00,0.020, 2.858354e+07,  8.6922, 4.192, 3.895
  9.00,0.020, 2.862767e+07,  8.6910, 4.191, 3.885
  9.00,0.020, 2.870332e+07,  8.6887, 4.189, 3.865
  9.00,0.020, 2.881050e+07,  8.6848, 4.182, 3.821
  9.00,0.020, 2.892398e+07,  8.6780, 4.152, 3.687
  9.00,0.020, 2.894289e+07,  8.6756, 4.125, 3.627
  9.00,0.020, 2.896180e+07,  8.6730, 4.054, 3.590
  9.00,0.020, 2.911235e+07,  8.6471, 4.149, 3.568
  9.00,0.020, 2.914529e+07,  8.6393, 4.233, 3.561
  9.00,0.020, 2.918873e+07,  8.6236, 4.383, 3.547
  9.00,0.020, 2.921716e+07,  8.6108, 4.457, 3.543
  9.00,0.020, 2.922276e+07,  8.6080, 4.468, 3.542
  9.00,0.020, 2.922368e+07,  8.6076, 4.468, 3.542
  9.00,0.020, 2.922410e+07,  8.6073, 4.484, 3.549
  9.00,0.020, 2.922873e+07,  8.6050, 4.499, 3.548
  9.00,0.020, 2.922942e+07,  8.6046, 4.482, 3.549
  7.00,0.020, 8.999829e+05,  7.0000, 3.257, 4.321
  7.00,0.020, 6.855870e+06,  7.0000, 3.289, 4.315
  7.00,0.020, 1.509635e+07,  6.9999, 3.341, 4.307
  7.00,0.020, 2.198887e+07,  6.9998, 3.391, 4.299
  7.00,0.020, 2.773137e+07,  6.9996, 3.441, 4.289
  7.00,0.020, 3.227259e+07,  6.9995, 3.485, 4.277
  7.00,0.020, 3.607661e+07,  6.9993, 3.527, 4.261
  7.00,0.020, 3.845182e+07,  6.9992, 3.556, 4.248
  7.00,0.020, 4.052684e+07,  6.9990, 3.584, 4.233
  7.00,0.020, 4.169812e+07,  6.9989, 3.603, 4.224
  7.00,0.020, 4.246067e+07,  6.9988, 3.619, 4.220
  7.00,0.020, 4.309825e+07,  6.9988, 3.650, 4.241
  7.00,0.020, 4.318800e+07,  6.9987, 3.684, 4.266
  7.00,0.020, 4.319620e+07,  6.9987, 3.667, 4.249
  7.00,0.020, 4.322908e+07,  6.9987, 3.711, 4.179
  7.00,0.020, 4.327328e+07,  6.9987, 3.712, 4.073
  7.00,0.020, 4.330117e+07,  6.9987, 3.670, 3.965
  7.00,0.020, 4.331727e+07,  6.9987, 3.611, 3.860
  7.00,0.020, 4.332688e+07,  6.9987, 3.545, 3.756
  7.00,0.020, 4.333881e+07,  6.9986, 3.386, 3.638
  7.00,0.020, 4.343038e+07,  6.9911, 3.930, 3.572
  7.00,0.020, 4.361854e+07,  6.9699, 3.916, 3.573
  7.00,0.020, 4.393909e+07,  6.9377, 3.864, 3.576
  7.00,0.020, 4.420300e+07,  6.9171, 3.791, 3.582
  7.00,0.020, 4.446184e+07,  6.9028, 3.718, 3.590
  7.00,0.020, 4.467611e+07,  6.8941, 3.672, 3.596
  7.00,0.020, 4.531748e+07,  6.8751, 3.617, 3.606
  7.00,0.020, 4.551104e+07,  6.8702, 3.627, 3.610
  7.00,0.020, 4.567695e+07,  6.8660, 3.682, 3.620
  7.00,0.020, 4.572534e+07,  6.8647, 3.736, 3.656
  7.00,0.020, 4.577373e+07,  6.8641, 3.763, 3.749
  7.00,0.020, 4.592581e+07,  6.8634, 3.795, 3.840
  7.00,0.020, 4.618103e+07,  6.8625, 3.805, 3.857
  7.00,0.020, 4.639512e+07,  6.8616, 3.805, 3.839
  7.00,0.020, 4.692052e+07,  6.8592, 3.814, 3.821
  7.00,0.020, 4.741108e+07,  6.8560, 3.810, 3.769
  7.00,0.020, 4.763674e+07,  6.8534, 3.794, 3.698
  7.00,0.020, 4.769345e+07,  6.8522, 3.782, 3.665
  7.00,0.020, 4.774908e+07,  6.8507, 3.757, 3.633
  7.00,0.020, 4.787174e+07,  6.8464, 3.699, 3.600
  7.00,0.020, 4.797271e+07,  6.8425, 3.702, 3.597
  7.00,0.020, 4.807849e+07,  6.8380, 3.717, 3.593
  7.00,0.020, 4.814099e+07,  6.8349, 3.776, 3.587
  7.00,0.020, 4.819882e+07,  6.8314, 3.823, 3.583
  7.00,0.020, 4.822257e+07,  6.8294, 3.880, 3.578
  7.00,0.020, 4.825486e+07,  6.8260, 3.938, 3.572
  7.00,0.020, 4.829439e+07,  6.8207, 3.997, 3.565
  7.00,0.020, 4.832836e+07,  6.8150, 4.050, 3.560
  7.00,0.020, 4.835618e+07,  6.8093, 4.107, 3.553
  7.00,0.020, 4.837978e+07,  6.8034, 4.175, 3.547
  7.00,0.020, 4.839158e+07,  6.8000, 4.223, 3.548
  5.00,0.020, 9.999810e+05,  5.0000, 2.740, 4.235
  5.00,0.020, 1.588469e+07,  5.0000, 2.773, 4.227
  5.00,0.020, 3.401052e+07,  5.0000, 2.822, 4.218
  5.00,0.020, 4.886475e+07,  5.0000, 2.870, 4.209
  5.00,0.020, 6.103624e+07,  5.0000, 2.915, 4.197
  5.00,0.020, 7.100820e+07,  5.0000, 2.956, 4.184
  5.00,0.020, 7.917705e+07,  5.0000, 2.993, 4.167
  5.00,0.020, 8.428699e+07,  5.0000, 3.018, 4.152
  5.00,0.020, 8.871378e+07,  5.0000, 3.041, 4.136
  5.00,0.020, 9.121966e+07,  5.0000, 3.057, 4.127
  5.00,0.020, 9.293568e+07,  5.0000, 3.071, 4.124
  5.00,0.020, 9.427086e+07,  5.0000, 3.110, 4.148
  5.00,0.020, 9.445912e+07,  5.0000, 3.152, 4.179
  5.00,0.020, 9.447048e+07,  5.0000, 3.119, 4.168
  5.00,0.020, 9.457354e+07,  5.0000, 3.178, 4.095
  5.00,0.020, 9.471149e+07,  5.0000, 3.170, 4.010
  5.00,0.020, 9.479770e+07,  5.0000, 3.124, 3.923
  5.00,0.020, 9.484698e+07,  5.0000, 3.064, 3.837
  5.00,0.020, 9.487742e+07,  5.0000, 2.994, 3.754
  5.00,0.020, 9.492176e+07,  5.0000, 2.852, 3.667
  5.00,0.020, 9.521083e+07,  4.9979, 3.444, 3.594
  5.00,0.020, 9.570145e+07,  4.9920, 3.411, 3.596
  5.00,0.020, 9.650286e+07,  4.9843, 3.323, 3.603
  5.00,0.020, 9.720564e+07,  4.9798, 3.206, 3.617
  5.00,0.020, 9.776568e+07,  4.9774, 3.126, 3.625
  5.00,0.020, 9.837238e+07,  4.9755, 3.073, 3.634
  5.00,0.020, 9.887796e+07,  4.9741, 3.054, 3.640
  5.00,0.020, 9.938354e+07,  4.9727, 3.052, 3.645
  5.00,0.020, 9.987254e+07,  4.9714, 3.073, 3.650
  5.00,0.020, 1.004467e+08,  4.9697, 3.147, 3.670
  5.00,0.020, 1.008875e+08,  4.9683, 3.159, 3.675
  5.00,0.020, 1.014509e+08,  4.9664, 3.156, 3.669
  5.00,0.020, 1.020726e+08,  4.9643, 3.165, 3.670
  5.00,0.020, 1.027719e+08,  4.9619, 3.174, 3.670
  5.00,0.020, 1.034876e+08,  4.9593, 3.179, 3.667
  5.00,0.020, 1.040960e+08,  4.9571, 3.181, 3.664
  5.00,0.020, 1.048053e+08,  4.9544, 3.177, 3.658
  5.00,0.020, 1.059548e+08,  4.9500, 3.170, 3.650
  5.00,0.020, 1.064307e+08,  4.9482, 3.154, 3.643
  5.00,0.020, 1.069863e+08,  4.9461, 3.142, 3.636
  5.00,0.020, 1.072076e+08,  4.9453, 3.146, 3.632
  5.00,0.020, 1.074440e+08,  4.9443, 3.166, 3.627
  5.00,0.020, 1.075970e+08,  4.9436, 3.254, 3.614
  5.00,0.020, 1.077859e+08,  4.9424, 3.323, 3.603
  5.00,0.020, 1.079226e+08,  4.9410, 3.411, 3.597
  5.00,0.020, 1.080563e+08,  4.9392, 3.494, 3.590
  5.00,0.020, 1.081658e+08,  4.9372, 3.578, 3.581
  5.00,0.020, 1.082580e+08,  4.9348, 3.665, 3.574
  5.00,0.020, 1.083241e+08,  4.9324, 3.740, 3.567
  5.00,0.020, 1.083950e+08,  4.9289, 3.830, 3.557
  5.00,0.020, 1.084538e+08,  4.9247, 3.915, 3.547
  4.00,0.020, 9.999810e+05,  4.0000, 2.385, 4.173
  4.00,0.020, 2.815009e+07,  4.0000, 2.416, 4.164
  4.00,0.020, 5.864857e+07,  4.0000, 2.462, 4.155
  4.00,0.020, 8.456193e+07,  4.0000, 2.507, 4.144
  4.00,0.020, 1.060291e+08,  4.0000, 2.550, 4.132
  4.00,0.020, 1.233920e+08,  4.0000, 2.588, 4.117
  4.00,0.020, 1.377733e+08,  4.0000, 2.621, 4.099
  4.00,0.020, 1.467126e+08,  4.0000, 2.643, 4.084
  4.00,0.020, 1.545531e+08,  4.0000, 2.663, 4.067
  4.00,0.020, 1.591087e+08,  4.0000, 2.677, 4.056
  4.00,0.020, 1.620431e+08,  4.0000, 2.690, 4.053
  4.00,0.020, 1.643775e+08,  4.0000, 2.731, 4.077
  4.00,0.020, 1.647344e+08,  4.0000, 2.776, 4.110
  4.00,0.020, 1.647654e+08,  4.0000, 2.735, 4.091
  4.00,0.020, 1.649161e+08,  4.0000, 2.798, 4.041
  4.00,0.020, 1.652029e+08,  4.0000, 2.790, 3.968
  4.00,0.020, 1.653891e+08,  4.0000, 2.749, 3.898
  4.00,0.020, 1.655048e+08,  4.0000, 2.689, 3.825
  4.00,0.020, 1.655802e+08,  4.0000, 2.618, 3.754
  4.00,0.020, 1.657010e+08,  4.0000, 2.465, 3.683
  4.00,0.020, 1.663624e+08,  3.9984, 3.128, 3.606
  4.00,0.020, 1.672969e+08,  3.9942, 3.072, 3.613
  4.00,0.020, 1.688770e+08,  3.9896, 2.878, 3.629
  4.00,0.020, 1.700778e+08,  3.9880, 2.729, 3.645
  4.00,0.020, 1.712914e+08,  3.9869, 2.655, 3.654
  4.00,0.020, 1.723795e+08,  3.9861, 2.634, 3.661
  4.00,0.020, 1.735095e+08,  3.9853, 2.641, 3.667
  4.00,0.020, 1.744720e+08,  3.9846, 2.651, 3.670
  4.00,0.020, 1.754345e+08,  3.9839, 2.655, 3.669
  4.00,0.020, 1.764088e+08,  3.9832, 2.661, 3.669
  4.00,0.020, 1.775861e+08,  3.9823, 2.670, 3.669
  4.00,0.020, 1.787319e+08,  3.9814, 2.678, 3.669
  4.00,0.020, 1.801389e+08,  3.9802, 2.688, 3.669
  4.00,0.020, 1.816054e+08,  3.9790, 2.697, 3.669
  4.00,0.020, 1.831820e+08,  3.9776, 2.706, 3.669
  4.00,0.020, 1.854347e+08,  3.9756, 2.717, 3.667
  4.00,0.020, 1.864673e+08,  3.9746, 2.721, 3.666
  4.00,0.020, 1.893311e+08,  3.9719, 2.729, 3.663
  4.00,0.020, 1.902537e+08,  3.9710, 2.730, 3.660
  4.00,0.020, 1.912676e+08,  3.9699, 2.735, 3.655
  4.00,0.020, 1.917141e+08,  3.9694, 2.744, 3.652
  4.00,0.020, 1.921982e+08,  3.9689, 2.771, 3.647
  4.00,0.020, 1.924972e+08,  3.9685, 2.881, 3.632
  4.00,0.020, 1.931483e+08,  3.9670, 2.998, 3.621
  4.00,0.020, 1.935324e+08,  3.9655, 3.135, 3.607
  4.00,0.020, 1.937302e+08,  3.9642, 3.261, 3.597
  4.00,0.020, 1.939432e+08,  3.9619, 3.395, 3.586
  4.00,0.020, 1.940762e+08,  3.9594, 3.527, 3.571
  4.00,0.020, 1.941729e+08,  3.9563, 3.665, 3.556
  4.00,0.020, 1.942340e+08,  3.9531, 3.791, 3.543
  4.00,0.020, 1.942839e+08,  3.9487, 3.923, 3.535
  3.00,0.020, 2.359955e+06,  3.0000, 1.909, 4.088
  3.00,0.020, 5.731291e+07,  3.0000, 1.939, 4.079
  3.00,0.020, 1.213422e+08,  3.0000, 1.981, 4.068
  3.00,0.020, 1.764864e+08,  3.0000, 2.021, 4.057
  3.00,0.020, 2.226013e+08,  3.0000, 2.058, 4.043
  3.00,0.020, 2.613318e+08,  3.0000, 2.090, 4.026
  3.00,0.020, 2.923287e+08,  3.0000, 2.116, 4.007
  3.00,0.020, 3.120984e+08,  3.0000, 2.133, 3.990
  3.00,0.020, 3.292769e+08,  3.0000, 2.146, 3.972
  3.00,0.020, 3.397542e+08,  3.0000, 2.156, 3.960
  3.00,0.020, 3.462397e+08,  3.0000, 2.168, 3.957
  3.00,0.020, 3.516989e+08,  3.0000, 2.215, 3.981
  3.00,0.020, 3.525031e+08,  3.0000, 2.263, 4.015
  3.00,0.020, 3.525590e+08,  3.0000, 2.229, 3.999
