
Mo,Zo,Age,Mass,logL,logTe
  0.80,0.020, 8.992813e+07,  0.8000,-0.612, 3.687
  0.80,0.020, 1.853037e+09,  0.8000,-0.595, 3.688
  0.80,0.020, 4.474787e+09,  0.8000,-0.564, 3.693
  0.80,0.020, 7.096538e+09,  0.8000,-0.529, 3.698
  0.80,0.020, 9.652744e+09,  0.8000,-0.491, 3.703
  0.80,0.020, 1.227449e+10,  0.8000,-0.446, 3.708
  0.80,0.020, 1.489624e+10,  0.8000,-0.396, 3.714
  0.80,0.020, 1.686256e+10,  0.8000,-0.355, 3.718
  0.80,0.020, 1.882887e+10,  0.8000,-0.306, 3.722
  0.80,0.020, 2.027083e+10,  0.8000,-0.267, 3.725
  0.80,0.020, 2.135951e+10,  0.8000,-0.235, 3.727
  0.80,0.020, 2.281967e+10,  0.8000,-0.187, 3.729
  0.80,0.020, 2.502788e+10,  0.8000,-0.091, 3.729
120.00,0.001, 5.200395e+03,119.9989, 6.220, 4.773
120.00,0.001, 7.099997e+05,119.8034, 6.264, 4.756
120.00,0.001, 1.084728e+06,119.6068, 6.290, 4.746
120.00,0.001, 1.423768e+06,119.2915, 6.314, 4.730
120.00,0.001, 1.720161e+06,118.7438, 6.336, 4.707
120.00,0.001, 1.994783e+06,117.7375, 6.357, 4.676
120.00,0.001, 2.240498e+06,116.0192, 6.376, 4.631
120.00,0.001, 2.399490e+06,114.2861, 6.389, 4.584
120.00,0.001, 2.558482e+06,112.2225, 6.404, 4.501
120.00,0.001, 2.645205e+06,111.2560, 6.413, 4.417
120.00,0.001, 2.777537e+06,110.1337, 6.434, 4.219
120.00,0.001, 2.779373e+06,110.1162, 6.437, 4.227
120.00,0.001, 2.779810e+06,110.1122, 6.439, 4.237
120.00,0.001, 2.781161e+06,110.1005, 6.444, 4.258
120.00,0.001, 2.784842e+06,110.0486, 6.441, 4.043
120.00,0.001, 2.785489e+06,109.5989, 6.445, 3.887
120.00,0.001, 2.786136e+06,106.9254, 6.448, 3.840
120.00,0.001, 2.787026e+06, 99.2643, 6.462, 3.821
120.00,0.001, 2.787430e+06, 95.2565, 6.476, 4.131
120.00,0.001, 2.788168e+06, 95.2306, 6.479, 4.067
120.00,0.001, 2.789118e+06, 95.0820, 6.480, 3.969
120.00,0.001, 2.794698e+06, 92.9551, 6.487, 4.160
120.00,0.001, 2.804209e+06, 92.5746, 6.488, 4.180
120.00,0.001, 2.814142e+06, 92.1773, 6.488, 4.175
120.00,0.001, 2.824870e+06, 91.7482, 6.492, 4.280
120.00,0.001, 2.835388e+06, 91.3275, 6.519, 4.353
120.00,0.001, 2.846326e+06, 90.8899, 6.519, 4.358
120.00,0.001, 2.856739e+06, 90.4734, 6.519, 4.359
120.00,0.001, 2.868098e+06, 90.0190, 6.518, 4.357
120.00,0.001, 2.880403e+06, 89.5268, 6.518, 4.355
120.00,0.001, 2.891762e+06, 89.0724, 6.518, 4.352
120.00,0.001, 2.905014e+06, 88.5423, 6.518, 4.347
120.00,0.001, 2.920141e+06, 87.9373, 6.519, 4.335
120.00,0.001, 2.935031e+06, 87.3417, 6.520, 4.332
120.00,0.001, 2.948775e+06, 86.7919, 6.520, 4.326
120.00,0.001, 2.964810e+06, 86.1505, 6.523, 4.288
120.00,0.001, 2.981991e+06, 85.4632, 6.523, 4.270
120.00,0.001, 3.001462e+06, 84.6844, 6.505, 4.386
120.00,0.001, 3.023224e+06, 83.8139, 6.502, 4.371
120.00,0.001, 3.043840e+06, 82.9892, 6.502, 4.343
120.00,0.001, 3.053004e+06, 82.6227, 6.501, 4.328
120.00,0.001, 3.062544e+06, 82.2410, 6.500, 4.277
120.00,0.001, 3.068435e+06, 82.0054, 6.500, 4.209
120.00,0.001, 3.069807e+06, 81.9505, 6.498, 4.122
120.00,0.001, 3.071056e+06, 81.6279, 6.488, 3.922
120.00,0.001, 3.071323e+06, 81.1454, 6.484, 3.893
120.00,0.001, 3.071330e+06, 81.1299, 6.486, 3.893
120.00,0.001, 3.071334e+06, 81.1232, 6.485, 3.893
120.00,0.001, 3.071335e+06, 81.1195, 6.471, 3.895
120.00,0.001, 3.071335e+06, 81.1195, 6.471, 3.895
120.00,0.001, 3.071335e+06, 81.1195, 6.471, 3.895
 85.00,0.001, 2.000152e+04, 84.9981, 5.975, 4.745
 85.00,0.001, 7.184546e+05, 84.9367, 6.022, 4.736
 85.00,0.001, 1.150488e+06, 84.8707, 6.053, 4.727
 85.00,0.001, 1.539317e+06, 84.7704, 6.082, 4.714
 85.00,0.001, 1.884943e+06, 84.6120, 6.109, 4.696
 85.00,0.001, 2.184162e+06, 84.3482, 6.134, 4.671
 85.00,0.001, 2.457099e+06, 83.8860, 6.158, 4.637
 85.00,0.001, 2.639057e+06, 83.3624, 6.175, 4.603
 85.00,0.001, 2.812859e+06, 82.6266, 6.192, 4.556
 85.00,0.001, 2.917192e+06, 82.0731, 6.203, 4.513
 85.00,0.001, 3.053732e+06, 81.2932, 6.222, 4.435
 85.00,0.001, 3.062130e+06, 81.2448, 6.228, 4.448
 85.00,0.001, 3.062983e+06, 81.2396, 6.233, 4.466
 85.00,0.001, 3.064465e+06, 81.2301, 6.238, 4.486
 85.00,0.001, 3.067361e+06, 81.2122, 6.250, 4.383
 85.00,0.001, 3.068489e+06, 81.2061, 6.256, 4.289
 85.00,0.001, 3.069526e+06, 81.1996, 6.262, 4.183
 85.00,0.001, 3.070176e+06, 81.1924, 6.266, 4.103
 85.00,0.001, 3.070826e+06, 81.1717, 6.269, 4.005
 85.00,0.001, 3.071476e+06, 81.0484, 6.273, 3.909
 85.00,0.001, 3.074400e+06, 77.8839, 6.282, 3.825
 85.00,0.001, 3.079598e+06, 71.7485, 6.286, 3.839
 85.00,0.001, 3.090450e+06, 69.7365, 6.288, 4.240
 85.00,0.001, 3.101771e+06, 69.6649, 6.289, 4.232
 85.00,0.001, 3.113039e+06, 69.5916, 6.289, 4.223
 85.00,0.001, 3.124376e+06, 69.5152, 6.290, 4.213
 85.00,0.001, 3.136268e+06, 69.4312, 6.290, 4.201
 85.00,0.001, 3.149010e+06, 69.3358, 6.291, 4.189
 85.00,0.001, 3.160842e+06, 69.2418, 6.291, 4.179
 85.00,0.001, 3.174204e+06, 69.1270, 6.291, 4.163
 85.00,0.001, 3.187565e+06, 68.9981, 6.292, 4.144
 85.00,0.001, 3.201954e+06, 68.8315, 6.292, 4.117
 85.00,0.001, 3.216344e+06, 68.6221, 6.293, 4.096
 85.00,0.001, 3.232172e+06, 68.3370, 6.294, 4.077
 85.00,0.001, 3.248340e+06, 68.0118, 6.294, 4.078
 85.00,0.001, 3.265750e+06, 67.6215, 6.295, 4.047
 85.00,0.001, 3.284903e+06, 66.9522, 6.296, 4.019
 85.00,0.001, 3.305970e+06, 65.9676, 6.296, 4.016
 85.00,0.001, 3.328542e+06, 65.0831, 6.297, 4.010
 85.00,0.001, 3.352619e+06, 63.5759, 6.298, 3.996
 85.00,0.001, 3.360911e+06, 63.1059, 6.299, 4.185
 85.00,0.001, 3.373740e+06, 62.5927, 6.316, 4.198
 85.00,0.001, 3.381080e+06, 62.2991, 6.316, 4.186
 85.00,0.001, 3.382315e+06, 62.2498, 6.312, 4.076
 85.00,0.001, 3.384211e+06, 61.9931, 6.290, 3.850
 85.00,0.001, 3.384444e+06, 61.7854, 6.284, 3.837
 85.00,0.001, 3.384446e+06, 61.7840, 6.262, 3.839
 85.00,0.001, 3.384446e+06, 61.7836, 6.209, 3.841
 85.00,0.001, 3.384446e+06, 61.7836, 6.279, 3.837
 85.00,0.001, 3.384446e+06, 61.7835, 6.318, 3.835
 85.00,0.001, 3.384446e+06, 61.7834, 6.328, 3.835
 60.00,0.001, 2.000152e+04, 59.9992, 5.694, 4.718
 60.00,0.001, 9.260704e+05, 59.9650, 5.751, 4.711
 60.00,0.001, 1.455311e+06, 59.9335, 5.787, 4.703
 60.00,0.001, 1.932019e+06, 59.8895, 5.822, 4.691
 60.00,0.001, 2.344826e+06, 59.8249, 5.855, 4.675
 60.00,0.001, 2.694125e+06, 59.7309, 5.885, 4.655
 60.00,0.001, 3.011669e+06, 59.5796, 5.914, 4.627
 60.00,0.001, 3.218073e+06, 59.4126, 5.934, 4.598
 60.00,0.001, 3.418244e+06, 59.1647, 5.955, 4.562
 60.00,0.001, 3.539372e+06, 58.9610, 5.968, 4.532
 60.00,0.001, 3.683718e+06, 58.6609, 5.986, 4.497
 60.00,0.001, 3.713319e+06, 58.5935, 5.998, 4.521
 60.00,0.001, 3.714768e+06, 58.5903, 6.006, 4.540
 60.00,0.001, 3.716299e+06, 58.5871, 6.013, 4.556
 60.00,0.001, 3.718872e+06, 58.5811, 6.029, 4.492
 60.00,0.001, 3.719994e+06, 58.5779, 6.036, 4.433
 60.00,0.001, 3.721191e+06, 58.5743, 6.045, 4.356
 60.00,0.001, 3.722148e+06, 58.5714, 6.052, 4.291
 60.00,0.001, 3.723405e+06, 58.5671, 6.062, 4.215
 60.00,0.001, 3.724912e+06, 58.5605, 6.069, 4.151
 60.00,0.001, 3.726280e+06, 58.5526, 6.073, 4.118
 60.00,0.001, 3.733535e+06, 58.4983, 6.076, 4.087
 60.00,0.001, 3.746096e+06, 58.3945, 6.076, 4.076
 60.00,0.001, 3.759282e+06, 58.2722, 6.076, 4.061
 60.00,0.001, 3.771986e+06, 58.1344, 6.077, 4.043
 60.00,0.001, 3.785883e+06, 57.9519, 6.077, 4.020
 60.00,0.001, 3.799048e+06, 57.7261, 6.078, 3.996
 60.00,0.001, 3.813676e+06, 57.3800, 6.078, 3.962
 60.00,0.001, 3.827573e+06, 56.8386, 6.078, 3.923
 60.00,0.001, 3.841954e+06, 55.8890, 6.078, 3.884
 60.00,0.001, 3.857275e+06, 54.5630, 6.077, 3.880
 60.00,0.001, 3.874743e+06, 53.2749, 6.077, 3.914
 60.00,0.001, 3.891152e+06, 52.6077, 6.078, 3.951
 60.00,0.001, 3.908795e+06, 51.9867, 6.078, 3.951
 60.00,0.001, 3.927418e+06, 51.4372, 6.079, 3.963
 60.00,0.001, 3.948001e+06, 50.9979, 6.080, 3.988
 60.00,0.001, 3.968932e+06, 50.5581, 6.080, 3.992
 60.00,0.001, 3.991625e+06, 49.9872, 6.082, 3.962
 60.00,0.001, 4.016479e+06, 49.4100, 6.083, 3.981
 60.00,0.001, 4.049880e+06, 48.3664, 6.084, 3.936
 60.00,0.001, 4.061716e+06, 47.7241, 6.084, 3.906
 60.00,0.001, 4.075728e+06, 47.0323, 6.085, 3.918
 60.00,0.001, 4.081399e+06, 46.8132, 6.085, 3.890
 40.00,0.001, 1.750133e+04, 39.9995, 5.331, 4.679
 40.00,0.001, 1.382605e+06, 39.9698, 5.401, 4.671
 40.00,0.001, 2.065420e+06, 39.9489, 5.442, 4.664
 40.00,0.001, 2.683204e+06, 39.9227, 5.482, 4.654
 40.00,0.001, 3.203444e+06, 39.8908, 5.520, 4.641
 40.00,0.001, 3.626138e+06, 39.8517, 5.554, 4.624
 40.00,0.001, 4.032576e+06, 39.7931, 5.589, 4.601
 40.00,0.001, 4.284973e+06, 39.7387, 5.612, 4.580
 40.00,0.001, 4.532006e+06, 39.6624, 5.637, 4.551
 40.00,0.001, 4.676915e+06, 39.6026, 5.653, 4.531
 40.00,0.001, 4.847500e+06, 39.5149, 5.673, 4.510
 40.00,0.001, 4.887198e+06, 39.4929, 5.686, 4.532
 40.00,0.001, 4.890901e+06, 39.4910, 5.704, 4.562
 40.00,0.001, 4.892105e+06, 39.4905, 5.707, 4.564
 40.00,0.001, 4.894191e+06, 39.4894, 5.721, 4.531
 40.00,0.001, 4.895316e+06, 39.4886, 5.737, 4.498
 40.00,0.001, 4.896441e+06, 39.4876, 5.746, 4.463
 40.00,0.001, 4.897566e+06, 39.4865, 5.754, 4.423
 40.00,0.001, 4.898466e+06, 39.4855, 5.759, 4.392
 40.00,0.001, 4.899816e+06, 39.4840, 5.769, 4.355
 40.00,0.001, 4.904739e+06, 39.4777, 5.781, 4.318
 40.00,0.001, 4.913649e+06, 39.4661, 5.782, 4.318
 40.00,0.001, 4.929740e+06, 39.4451, 5.783, 4.315
 40.00,0.001, 4.946676e+06, 39.4227, 5.784, 4.307
 40.00,0.001, 4.963512e+06, 39.4002, 5.785, 4.302
 40.00,0.001, 4.980348e+06, 39.3775, 5.786, 4.298
 40.00,0.001, 4.997794e+06, 39.3538, 5.787, 4.293
 40.00,0.001, 5.015379e+06, 39.3296, 5.788, 4.287
 40.00,0.001, 5.033940e+06, 39.3038, 5.788, 4.280
 40.00,0.001, 5.051672e+06, 39.2788, 5.789, 4.275
 40.00,0.001, 5.071059e+06, 39.2511, 5.790, 4.269
 40.00,0.001, 5.089370e+06, 39.2246, 5.791, 4.262
 40.00,0.001, 5.111624e+06, 39.1916, 5.792, 4.252
 40.00,0.001, 5.131812e+06, 39.1609, 5.793, 4.241
 40.00,0.001, 5.155560e+06, 39.1236, 5.795, 4.227
 40.00,0.001, 5.179310e+06, 39.0848, 5.796, 4.213
 40.00,0.001, 5.206622e+06, 39.0374, 5.797, 4.191
 40.00,0.001, 5.232746e+06, 38.9881, 5.799, 4.168
 40.00,0.001, 5.262433e+06, 38.9249, 5.801, 4.136
 40.00,0.001, 5.299705e+06, 38.8217, 5.803, 4.062
 40.00,0.001, 5.312565e+06, 38.7674, 5.804, 4.012
 40.00,0.001, 5.327140e+06, 38.6526, 5.805, 3.905
 40.00,0.001, 5.335402e+06, 38.5001, 5.800, 3.826
 40.00,0.001, 5.338024e+06, 38.4281, 5.791, 3.790
 40.00,0.001, 5.339996e+06, 38.3650, 5.788, 3.782
 40.00,0.001, 5.340628e+06, 38.3446, 5.785, 3.780
 40.00,0.001, 5.340647e+06, 38.3440, 5.785, 3.780
 40.00,0.001, 5.340649e+06, 38.3439, 5.785, 3.780
 40.00,0.001, 5.340650e+06, 38.3439, 5.785, 3.780
 40.00,0.001, 5.340651e+06, 38.3439, 5.785, 3.780
 40.00,0.001, 5.340652e+06, 38.3438, 5.785, 3.780
 25.00,0.001, 4.000304e+04, 24.9995, 4.859, 4.618
 25.00,0.001, 2.059882e+06, 24.9726, 4.935, 4.611
 25.00,0.001, 3.123138e+06, 24.9549, 4.981, 4.606
 25.00,0.001, 4.047708e+06, 24.9359, 5.027, 4.598
 25.00,0.001, 4.804468e+06, 24.9164, 5.069, 4.587
 25.00,0.001, 5.461376e+06, 24.8947, 5.109, 4.573
 25.00,0.001, 6.027675e+06, 24.8699, 5.148, 4.553
 25.00,0.001, 6.394071e+06, 24.8491, 5.176, 4.536
 25.00,0.001, 6.719466e+06, 24.8259, 5.203, 4.516
 25.00,0.001, 6.920446e+06, 24.8086, 5.221, 4.501
 25.00,0.001, 7.097308e+06, 24.7909, 5.239, 4.489
 25.00,0.001, 7.182753e+06, 24.7818, 5.256, 4.508
 25.00,0.001, 7.190462e+06, 24.7811, 5.282, 4.534
 25.00,0.001, 7.191394e+06, 24.7810, 5.285, 4.538
 25.00,0.001, 7.195580e+06, 24.7806, 5.295, 4.509
 25.00,0.001, 7.197052e+06, 24.7804, 5.304, 4.486
 25.00,0.001, 7.198809e+06, 24.7801, 5.314, 4.453
 25.00,0.001, 7.200327e+06, 24.7798, 5.322, 4.422
 25.00,0.001, 7.201740e+06, 24.7795, 5.331, 4.392
 25.00,0.001, 7.203496e+06, 24.7791, 5.345, 4.361
 25.00,0.001, 7.211705e+06, 24.7769, 5.370, 4.327
 25.00,0.001, 7.226156e+06, 24.7728, 5.371, 4.327
 25.00,0.001, 7.250722e+06, 24.7657, 5.373, 4.322
 25.00,0.001, 7.276734e+06, 24.7581, 5.374, 4.318
 25.00,0.001, 7.302746e+06, 24.7503, 5.376, 4.314
 25.00,0.001, 7.327312e+06, 24.7429, 5.378, 4.311
 25.00,0.001, 7.354769e+06, 24.7345, 5.379, 4.308
 25.00,0.001, 7.382226e+06, 24.7260, 5.381, 4.304
 25.00,0.001, 7.409682e+06, 24.7173, 5.383, 4.299
 25.00,0.001, 7.436243e+06, 24.7088, 5.385, 4.295
 25.00,0.001, 7.466514e+06, 24.6989, 5.387, 4.290
 25.00,0.001, 7.498378e+06, 24.6883, 5.389, 4.284
 25.00,0.001, 7.527056e+06, 24.6786, 5.390, 4.278
 25.00,0.001, 7.558920e+06, 24.6675, 5.392, 4.270
 25.00,0.001, 7.595564e+06, 24.6544, 5.394, 4.260
 25.00,0.001, 7.629022e+06, 24.6420, 5.396, 4.251
 25.00,0.001, 7.667254e+06, 24.6274, 5.399, 4.238
 25.00,0.001, 7.706077e+06, 24.6117, 5.401, 4.221
 25.00,0.001, 7.752305e+06, 24.5917, 5.404, 4.194
 25.00,0.001, 7.795545e+06, 24.5707, 5.407, 4.157
 25.00,0.001, 7.814561e+06, 24.5601, 5.408, 4.127
 25.00,0.001, 7.834186e+06, 24.5470, 5.409, 4.071
 25.00,0.001, 7.845078e+06, 24.5365, 5.403, 3.957
 25.00,0.001, 7.849916e+06, 24.5249, 5.373, 3.709
 25.00,0.001, 7.853916e+06, 24.5108, 5.373, 3.695
 25.00,0.001, 7.854673e+06, 24.5077, 5.466, 3.702
 25.00,0.001, 7.854818e+06, 24.5069, 5.467, 3.703
 25.00,0.001, 7.854831e+06, 24.5068, 5.468, 3.703
 25.00,0.001, 7.854838e+06, 24.5068, 5.467, 3.702
 25.00,0.001, 7.854848e+06, 24.5067, 5.467, 3.702
 25.00,0.001, 7.854864e+06, 24.5066, 5.467, 3.702
 20.00,0.001, 6.344482e+04, 19.9995, 4.611, 4.587
 20.00,0.001, 2.869026e+06, 19.9755, 4.694, 4.579
 20.00,0.001, 4.254596e+06, 19.9608, 4.742, 4.573
 20.00,0.001, 5.400608e+06, 19.9464, 4.787, 4.566
 20.00,0.001, 6.387948e+06, 19.9313, 4.831, 4.556
 20.00,0.001, 7.220468e+06, 19.9159, 4.872, 4.542
 20.00,0.001, 7.937245e+06, 19.8994, 4.912, 4.525
 20.00,0.001, 8.408121e+06, 19.8861, 4.941, 4.509
 20.00,0.001, 8.809307e+06, 19.8726, 4.969, 4.491
 20.00,0.001, 9.050866e+06, 19.8632, 4.987, 4.478
 20.00,0.001, 9.221229e+06, 19.8559, 5.002, 4.470
 20.00,0.001, 9.374949e+06, 19.8488, 5.026, 4.490
 20.00,0.001, 9.384113e+06, 19.8484, 5.053, 4.514
 20.00,0.001, 9.387699e+06, 19.8482, 5.051, 4.510
 20.00,0.001, 9.389048e+06, 19.8482, 5.054, 4.499
 20.00,0.001, 9.392320e+06, 19.8480, 5.071, 4.465
 20.00,0.001, 9.394776e+06, 19.8476, 5.083, 4.432
 20.00,0.001, 9.397018e+06, 19.8471, 5.094, 4.398
 20.00,0.001, 9.399154e+06, 19.8466, 5.105, 4.364
 20.00,0.001, 9.412806e+06, 19.8420, 5.148, 4.311
 20.00,0.001, 9.413991e+06, 19.8416, 5.148, 4.312
 20.00,0.001, 9.431632e+06, 19.8353, 5.149, 4.313
 20.00,0.001, 9.467495e+06, 19.8224, 5.152, 4.306
 20.00,0.001, 9.504792e+06, 19.8086, 5.154, 4.301
 20.00,0.001, 9.539220e+06, 19.7956, 5.157, 4.298
 20.00,0.001, 9.577952e+06, 19.7807, 5.159, 4.294
 20.00,0.001, 9.617487e+06, 19.7652, 5.162, 4.290
 20.00,0.001, 9.653435e+06, 19.7509, 5.164, 4.286
 20.00,0.001, 9.693738e+06, 19.7345, 5.167, 4.282
 20.00,0.001, 9.735201e+06, 19.7172, 5.170, 4.277
 20.00,0.001, 9.768890e+06, 19.7029, 5.172, 4.272
 20.00,0.001, 9.807763e+06, 19.6859, 5.174, 4.266
 20.00,0.001, 9.849133e+06, 19.6674, 5.177, 4.259
 20.00,0.001, 9.892209e+06, 19.6476, 5.179, 4.251
 20.00,0.001, 9.930626e+06, 19.6293, 5.182, 4.243
 20.00,0.001, 9.976725e+06, 19.6066, 5.185, 4.232
 20.00,0.001, 1.002751e+07, 19.5803, 5.188, 4.217
 20.00,0.001, 1.007305e+07, 19.5551, 5.191, 4.200
 20.00,0.001, 1.012590e+07, 19.5234, 5.194, 4.173
 20.00,0.001, 1.017536e+07, 19.4895, 5.198, 4.132
 20.00,0.001, 1.019741e+07, 19.4717, 5.200, 4.101
 20.00,0.001, 1.021954e+07, 19.4500, 5.201, 4.041
 20.00,0.001, 1.023403e+07, 19.4285, 5.191, 3.903
 20.00,0.001, 1.023774e+07, 19.4180, 5.125, 3.674
 20.00,0.001, 1.024408e+07, 19.3955, 5.195, 3.633
 20.00,0.001, 1.024753e+07, 19.3785, 5.273, 3.632
 20.00,0.001, 1.024787e+07, 19.3773, 5.280, 3.632
 20.00,0.001, 1.024790e+07, 19.3773, 5.282, 3.632
 20.00,0.001, 1.024793e+07, 19.3773, 5.283, 3.632
 20.00,0.001, 1.024797e+07, 19.3772, 5.285, 3.632
 20.00,0.001, 1.024804e+07, 19.3772, 5.286, 3.632
 15.00,0.001, 1.053872e+05, 14.9997, 4.273, 4.540
 15.00,0.001, 4.193931e+06, 14.9872, 4.358, 4.532
 15.00,0.001, 6.108776e+06, 14.9797, 4.407, 4.527
 15.00,0.001, 7.769632e+06, 14.9720, 4.454, 4.520
 15.00,0.001, 9.129130e+06, 14.9645, 4.498, 4.511
 15.00,0.001, 1.030995e+07, 14.9568, 4.541, 4.499
 15.00,0.001, 1.128882e+07, 14.9493, 4.581, 4.484
 15.00,0.001, 1.193677e+07, 14.9435, 4.611, 4.469
 15.00,0.001, 1.248703e+07, 14.9379, 4.638, 4.453
 15.00,0.001, 1.282494e+07, 14.9341, 4.657, 4.442
 15.00,0.001, 1.305021e+07, 14.9314, 4.672, 4.436
 15.00,0.001, 1.325214e+07, 14.9287, 4.696, 4.457
 15.00,0.001, 1.326740e+07, 14.9285, 4.727, 4.481
 15.00,0.001, 1.327293e+07, 14.9284, 4.716, 4.467
 15.00,0.001, 1.327745e+07, 14.9284, 4.732, 4.437
 15.00,0.001, 1.328304e+07, 14.9283, 4.754, 4.388
 15.00,0.001, 1.328751e+07, 14.9282, 4.769, 4.342
 15.00,0.001, 1.329150e+07, 14.9281, 4.779, 4.295
 15.00,0.001, 1.329485e+07, 14.9280, 4.796, 4.258
 15.00,0.001, 1.330138e+07, 14.9278, 4.826, 4.223
 15.00,0.001, 1.331512e+07, 14.9273, 4.840, 4.234
 15.00,0.001, 1.334374e+07, 14.9263, 4.839, 4.255
 15.00,0.001, 1.339836e+07, 14.9244, 4.843, 4.249
 15.00,0.001, 1.345435e+07, 14.9223, 4.847, 4.240
 15.00,0.001, 1.351270e+07, 14.9201, 4.852, 4.236
 15.00,0.001, 1.357110e+07, 14.9178, 4.856, 4.231
 15.00,0.001, 1.362549e+07, 14.9156, 4.861, 4.227
 15.00,0.001, 1.368546e+07, 14.9130, 4.865, 4.222
 15.00,0.001, 1.374326e+07, 14.9105, 4.869, 4.217
 15.00,0.001, 1.379884e+07, 14.9080, 4.873, 4.212
 15.00,0.001, 1.385410e+07, 14.9055, 4.877, 4.206
 15.00,0.001, 1.391147e+07, 14.9027, 4.881, 4.200
 15.00,0.001, 1.397306e+07, 14.8996, 4.885, 4.192
 15.00,0.001, 1.403462e+07, 14.8964, 4.888, 4.184
 15.00,0.001, 1.408786e+07, 14.8935, 4.892, 4.176
 15.00,0.001, 1.415150e+07, 14.8898, 4.896, 4.165
 15.00,0.001, 1.421719e+07, 14.8857, 4.900, 4.150
 15.00,0.001, 1.429129e+07, 14.8808, 4.904, 4.130
 15.00,0.001, 1.434998e+07, 14.8764, 4.908, 4.104
 15.00,0.001, 1.441383e+07, 14.8706, 4.912, 4.054
 15.00,0.001, 1.444226e+07, 14.8674, 4.914, 4.012
 15.00,0.001, 1.447193e+07, 14.8627, 4.914, 3.914
 15.00,0.001, 1.448990e+07, 14.8575, 4.842, 3.658
 15.00,0.001, 1.449774e+07, 14.8543, 4.939, 3.634
 15.00,0.001, 1.450691e+07, 14.8504, 4.938, 3.632
 15.00,0.001, 1.451305e+07, 14.8471, 5.021, 3.627
 15.00,0.001, 1.451459e+07, 14.8462, 5.030, 3.627
 15.00,0.001, 1.451486e+07, 14.8460, 5.031, 3.627
 15.00,0.001, 1.451503e+07, 14.8459, 5.031, 3.627
 15.00,0.001, 1.451514e+07, 14.8458, 5.032, 3.627
 15.00,0.001, 1.451541e+07, 14.8457, 5.034, 3.627
 12.00,0.001, 1.151224e+05, 11.9999, 3.995, 4.501
 12.00,0.001, 5.760448e+06, 11.9953, 4.080, 4.492
 12.00,0.001, 8.463031e+06, 11.9924, 4.129, 4.488
 12.00,0.001, 1.074761e+07, 11.9893, 4.177, 4.481
 12.00,0.001, 1.259401e+07, 11.9862, 4.221, 4.472
 12.00,0.001, 1.420253e+07, 11.9831, 4.265, 4.461
 12.00,0.001, 1.552003e+07, 11.9800, 4.306, 4.447
 12.00,0.001, 1.637210e+07, 11.9778, 4.336, 4.434
 12.00,0.001, 1.710337e+07, 11.9756, 4.364, 4.420
 12.00,0.001, 1.754390e+07, 11.9741, 4.383, 4.411
 12.00,0.001, 1.782985e+07, 11.9731, 4.397, 4.407
 12.00,0.001, 1.809263e+07, 11.9721, 4.422, 4.427
 12.00,0.001, 1.811635e+07, 11.9720, 4.454, 4.450
 12.00,0.001, 1.812062e+07, 11.9720, 4.437, 4.443
 12.00,0.001, 1.814846e+07, 11.9719, 4.496, 4.251
 12.00,0.001, 1.816200e+07, 11.9717, 4.512, 4.032
 12.00,0.001, 1.817003e+07, 11.9715, 4.535, 3.860
 12.00,0.001, 1.817426e+07, 11.9713, 4.540, 3.787
 12.00,0.001, 1.818060e+07, 11.9708, 4.539, 3.710
 12.00,0.001, 1.818590e+07, 11.9702, 4.530, 3.678
 12.00,0.001, 1.819784e+07, 11.9690, 4.516, 3.651
 12.00,0.001, 1.820817e+07, 11.9679, 4.529, 3.650
 12.00,0.001, 1.822342e+07, 11.9662, 4.597, 3.691
 12.00,0.001, 1.823088e+07, 11.9656, 4.600, 3.881
 12.00,0.001, 1.832021e+07, 11.9637, 4.592, 4.126
 12.00,0.001, 1.839784e+07, 11.9626, 4.596, 4.173
 12.00,0.001, 1.855072e+07, 11.9606, 4.604, 4.172
 12.00,0.001, 1.869483e+07, 11.9586, 4.613, 4.166
 12.00,0.001, 1.877132e+07, 11.9574, 4.617, 4.164
 12.00,0.001, 1.884018e+07, 11.9564, 4.620, 4.162
 12.00,0.001, 1.891871e+07, 11.9552, 4.624, 4.159
 12.00,0.001, 1.899483e+07, 11.9539, 4.628, 4.156
 12.00,0.001, 1.907454e+07, 11.9526, 4.632, 4.152
 12.00,0.001, 1.915453e+07, 11.9512, 4.636, 4.147
 12.00,0.001, 1.923687e+07, 11.9498, 4.640, 4.142
 12.00,0.001, 1.932039e+07, 11.9482, 4.644, 4.134
 12.00,0.001, 1.941214e+07, 11.9464, 4.648, 4.123
 12.00,0.001, 1.949343e+07, 11.9446, 4.652, 4.108
 12.00,0.001, 1.966472e+07, 11.9402, 4.660, 4.035
 12.00,0.001, 1.973839e+07, 11.9368, 4.659, 3.884
 12.00,0.001, 1.975593e+07, 11.9350, 4.622, 3.687
 12.00,0.001, 1.975902e+07, 11.9346, 4.583, 3.652
 12.00,0.001, 1.976270e+07, 11.9341, 4.652, 3.636
 12.00,0.001, 1.978023e+07, 11.9308, 4.678, 3.634
 12.00,0.001, 1.979410e+07, 11.9278, 4.781, 3.627
 12.00,0.001, 1.980112e+07, 11.9259, 4.819, 3.625
 12.00,0.001, 1.980291e+07, 11.9253, 4.826, 3.625
 12.00,0.001, 1.980371e+07, 11.9251, 4.828, 3.625
 12.00,0.001, 1.980430e+07, 11.9249, 4.832, 3.624
 12.00,0.001, 1.980514e+07, 11.9247, 4.839, 3.624
 12.00,0.001, 1.980556e+07, 11.9245, 4.840, 3.624
