5.199999999999998181e+03 3.767999999999999794e+00 -3.089999999999999969e-01 3.799999999999999822e+00 -6.700000000000000400e-02 3.826999999999999957e+00 1.499999999999999944e-01 3.906000000000000139e+00 5.759999999999999565e-01 3.980999999999999872e+00 9.160000000000000364e-01 4.028999999999999915e+00 1.135999999999999899e+00 4.086000000000000298e+00 1.411000000000000032e+00 4.150999999999999801e+00 1.772999999999999909e+00 4.206999999999999851e+00 2.056999999999999940e+00 4.275999999999999801e+00 2.491999999999999993e+00 4.325000000000000178e+00 2.817000000000000171e+00 4.395999999999999908e+00 3.282000000000000028e+00 4.448000000000000398e+00 3.620000000000000107e+00 4.501000000000000334e+00 3.995000000000000107e+00 4.540000000000000036e+00 4.272999999999999687e+00 4.586999999999999744e+00 4.610999999999999766e+00 4.618000000000000327e+00 4.858999999999999986e+00 4.679000000000000270e+00 5.331000000000000405e+00 4.717999999999999972e+00 5.693999999999999950e+00 4.745000000000000107e+00 5.974999999999999645e+00 4.772999999999999687e+00 6.219999999999999751e+00
1.087555386091050423e+04 3.767999999999999794e+00 -3.089999999999999969e-01 3.799999999999999822e+00 -6.700000000000000400e-02 3.826999999999999957e+00 1.499999999999999944e-01 3.906000000000000139e+00 5.759999999999999565e-01 3.980999999999999872e+00 9.160000000000000364e-01 4.028999999999999915e+00 1.135999999999999899e+00 4.086000000000000298e+00 1.411000000000000032e+00 4.150999999999999801e+00 1.772999999999999909e+00 4.206999999999999851e+00 2.056999999999999940e+00 4.275999999999999801e+00 2.491999999999999993e+00 4.325000000000000178e+00 2.817000000000000171e+00 4.395999999999999908e+00 3.282000000000000028e+00 4.448000000000000398e+00 3.620000000000000107e+00 4.501000000000000334e+00 3.995000000000000107e+00 4.540000000000000036e+00 4.272999999999999687e+00 4.586999999999999744e+00 4.610999999999999766e+00 4.618000000000000327e+00 4.858999999999999986e+00 4.679000000000000270e+00 5.331000000000000405e+00 4.717999999999999972e+00 5.693999999999999950e+00 4.745000000000000107e+00 5.974999999999999645e+00 4.772863113229607990e+00 6.220354295170424486e+00
2.274570611183947767e+04 3.767999999999999794e+00 -3.089999999999999969e-01 3.799999999999999822e+00 -6.700000000000000400e-02 3.826999999999999957e+00 1.499999999999999944e-01 3.906000000000000139e+00 5.759999999999999565e-01 3.980999999999999872e+00 9.160000000000000364e-01 4.028999999999999915e+00 1.135999999999999899e+00 4.086000000000000298e+00 1.411000000000000032e+00 4.150999999999999801e+00 1.772999999999999909e+00 4.206999999999999851e+00 2.056999999999999940e+00 4.275999999999999801e+00 2.491999999999999993e+00 4.325000000000000178e+00 2.817000000000000171e+00 4.395999999999999908e+00 3.282000000000000028e+00 4.448000000000000398e+00 3.620000000000000107e+00 4.501000000000000334e+00 3.995000000000000107e+00 4.540000000000000036e+00 4.272999999999999687e+00 4.586999999999999744e+00 4.610999999999999766e+00 4.618000000000000327e+00 4.858999999999999986e+00 4.678969266063950805e+00 5.331268921940433891e+00 4.717978799290863279e+00 5.694172634345829209e+00 4.744964639464391176e+00 5.975184660574846873e+00 4.772576801102405675e+00 6.221095338323185509e+00
4.757156767764448159e+04 3.767999999999999794e+00 -3.089999999999999969e-01 3.799999999999999822e+00 -6.700000000000000400e-02 3.826999999999999957e+00 1.499999999999999944e-01 3.906000000000000139e+00 5.759999999999999565e-01 3.980999999999999872e+00 9.160000000000000364e-01 4.028999999999999915e+00 1.135999999999999899e+00 4.086000000000000298e+00 1.411000000000000032e+00 4.150999999999999801e+00 1.772999999999999909e+00 4.206999999999999851e+00 2.056999999999999940e+00 4.275999999999999801e+00 2.491999999999999993e+00 4.325000000000000178e+00 2.817000000000000171e+00 4.395999999999999908e+00 3.282000000000000028e+00 4.448000000000000398e+00 3.620000000000000107e+00 4.501000000000000334e+00 3.995000000000000107e+00 4.540000000000000036e+00 4.272999999999999687e+00 4.586999999999999744e+00 4.610999999999999766e+00 4.617973770857169313e+00 4.859284773550738734e+00 4.678823777558651642e+00 5.332541946361799567e+00 4.717787002580042355e+00 5.695734407562508927e+00 4.744644742880797850e+00 5.976855231622501208e+00 4.771977992840784388e+00 6.222645195000321650e+00
9.949368202426373318e+04 3.767999999999999794e+00 -3.089999999999999969e-01 3.799999999999999822e+00 -6.700000000000000400e-02 3.826999999999999957e+00 1.499999999999999944e-01 3.906000000000000139e+00 5.759999999999999565e-01 3.980999999999999872e+00 9.160000000000000364e-01 4.028999999999999915e+00 1.135999999999999899e+00 4.086000000000000298e+00 1.411000000000000032e+00 4.150999999999999801e+00 1.772999999999999909e+00 4.206999999999999851e+00 2.056999999999999940e+00 4.275999999999999801e+00 2.491999999999999993e+00 4.325000000000000178e+00 2.817000000000000171e+00 4.395999999999999908e+00 3.282000000000000028e+00 4.448000000000000398e+00 3.620000000000000107e+00 4.501000000000000334e+00 3.995000000000000107e+00 4.540000000000000036e+00 4.272999999999999687e+00 4.586897208144162796e+00 4.612066465504311097e+00 4.617793831956064743e+00 4.861238395905586707e+00 4.678519495236436398e+00 5.335204416681188277e+00 4.717385868837951968e+00 5.699000782319532554e+00 4.743975694318337766e+00 5.980349151893124215e+00 4.770725613705858237e+00 6.225886646878953989e+00
2.080863264759970771e+05 3.767999999999999794e+00 -3.089999999999999969e-01 3.799999999999999822e+00 -6.700000000000000400e-02 3.826999999999999957e+00 1.499999999999999944e-01 3.906000000000000139e+00 5.759999999999999565e-01 3.980999999999999872e+00 9.160000000000000364e-01 4.028999999999999915e+00 1.135999999999999899e+00 4.086000000000000298e+00 1.411000000000000032e+00 4.150999999999999801e+00 1.772999999999999909e+00 4.206999999999999851e+00 2.056999999999999940e+00 4.275999999999999801e+00 2.491999999999999993e+00 4.325000000000000178e+00 2.817000000000000171e+00 4.395999999999999908e+00 3.282000000000000028e+00 4.447928922970437959e+00 3.620555693140212750e+00 4.500851793253823452e+00 3.996399730380557624e+00 4.539799049966932287e+00 4.275135094101342403e+00 4.586587560659425300e+00 4.615279058158462178e+00 4.617417498261711550e+00 4.865324304587129944e+00 4.677883103162555400e+00 5.340772847327646566e+00 4.716546916603810757e+00 5.705832250511828185e+00 4.742576410918992735e+00 5.987656520756371670e+00 4.768106322025825072e+00 6.232665990050803906e+00
4.352027021747523104e+05 3.767999999999999794e+00 -3.089999999999999969e-01 3.799999999999999822e+00 -6.700000000000000400e-02 3.826999999999999957e+00 1.499999999999999944e-01 3.906000000000000139e+00 5.759999999999999565e-01 3.980999999999999872e+00 9.160000000000000364e-01 4.028999999999999915e+00 1.135999999999999899e+00 4.086000000000000298e+00 1.411000000000000032e+00 4.150999999999999801e+00 1.772999999999999909e+00 4.206999999999999851e+00 2.056999999999999940e+00 4.275999999999999801e+00 2.491999999999999993e+00 4.325000000000000178e+00 2.817000000000000171e+00 4.395968782483000048e+00 3.282287894879000856e+00 4.447659049972960688e+00 3.622665609302309964e+00 4.500489715399308643e+00 3.999819354562092144e+00 4.539354654335022943e+00 4.279856797690379189e+00 4.585939947602087230e+00 4.621998043628344988e+00 4.616630414153518380e+00 4.873869789190378832e+00 4.676552119263295282e+00 5.352418956446166831e+00 4.714792287717438413e+00 5.720119942872291752e+00 4.739649875923558575e+00 6.002939536843639345e+00 4.762628197459742196e+00 6.246844665398313623e+00
9.102058515221746638e+05 3.767999999999999794e+00 -3.089999999999999969e-01 3.799999999999999822e+00 -6.700000000000000400e-02 3.826999999999999957e+00 1.499999999999999944e-01 3.906000000000000139e+00 5.759999999999999565e-01 3.980999999999999872e+00 9.160000000000000364e-01 4.028999999999999915e+00 1.135999999999999899e+00 4.086000000000000298e+00 1.411000000000000032e+00 4.150999999999999801e+00 1.772999999999999909e+00 4.206999999999999851e+00 2.056999999999999940e+00 4.275999999999999801e+00 2.491999999999999993e+00 4.325000000000000178e+00 2.817000000000000171e+00 4.395673454495595323e+00 3.285011475207285869e+00 4.447094623373024191e+00 3.627078399083635052e+00 4.499732446705341893e+00 4.006971336671774075e+00 4.538425221906103424e+00 4.289732017247652962e+00 4.584585495547066181e+00 4.636050483699188263e+00 4.614984264997415764e+00 4.891742265742341722e+00 4.673768429439371985e+00 5.376776242405496120e+00 4.711122564455966000e+00 5.750001975144278354e+00 4.732005491094670724e+00 6.035758864007244817e+00 4.750657298327290334e+00 6.277891024349045779e+00
1.903652454374102643e+06 3.767999999999999794e+00 -3.089999999999999969e-01 3.799999999999999822e+00 -6.700000000000000400e-02 3.826999999999999957e+00 1.499999999999999944e-01 3.906000000000000139e+00 5.759999999999999565e-01 3.980999999999999872e+00 9.160000000000000364e-01 4.028999999999999915e+00 1.135999999999999899e+00 4.086000000000000298e+00 1.411000000000000032e+00 4.150999999999999801e+00 1.772999999999999909e+00 4.206899127695642449e+00 2.057569208003159122e+00 4.275775421787551878e+00 2.493515902934023032e+00 4.324747178216867383e+00 2.819022574265062531e+00 4.395055789989124051e+00 3.290707714544744089e+00 4.445914151856072749e+00 3.636307540034342978e+00 4.498148655076801283e+00 4.021929368719104225e+00 4.536481357975181261e+00 4.310385571513700498e+00 4.581752723186219178e+00 4.665440496942972359e+00 4.611541421956977693e+00 4.929121704467099185e+00 4.665658388903848319e+00 5.432286579277459282e+00 4.691714060908377171e+00 5.819917322350566025e+00 4.694436809295691404e+00 6.110563190704309200e+00 4.686287037871703198e+00 6.350031361441749844e+00
3.981399000000002328e+06 3.767999999999999794e+00 -3.089999999999999969e-01 3.799999999999999822e+00 -6.700000000000000400e-02 3.826999999999999957e+00 1.499999999999999944e-01 3.906000000000000139e+00 5.759999999999999565e-01 3.980999999999999872e+00 9.160000000000000364e-01 4.028999999999999915e+00 1.135999999999999899e+00 4.086000000000000298e+00 1.411000000000000032e+00 4.150999999999999801e+00 1.772999999999999909e+00 4.206607318968490716e+00 2.059215842963517229e+00 4.275259065314324758e+00 2.497001309128304314e+00 4.324031193649827465e+00 2.824750450801380541e+00 4.393763973910642662e+00 3.302621129490737051e+00 4.443445251555328213e+00 3.655609851476527172e+00 4.494836229853597764e+00 4.053213384716020329e+00 4.532415858575368439e+00 4.353581502636708400e+00 4.574183038027671344e+00 4.732535695778632423e+00 4.598573749959440349e+00 5.023700937733217131e+00 4.603896065328537013e+00 5.584592944065270181e+00 3.975518706208960307e+00 6.081098752919402273e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
